,place,address,Latitude,Longitude,k_means_cluster
1357,제주키즈풀빌라 나무와아이,제주특별자치도 제주시 조천읍 비자림로 699-53 전체,33.4319106,126.696186,1
1358,글라글라펜션,제주특별자치도 서귀포시 중산간서로594번길 39,33.2651754,126.451766,0
1359,버닝레스트,제주특별자치도 제주시 애월읍 애월해안로 852,33.4782235,126.3665625,0
1360,달1037,제주특별자치도 서귀포시 성산읍 중산간동로 4204-12,33.4119114,126.8416603,1
1361,제주통나무휴양펜션,제주특별자치도 서귀포시 표선면 번영로 3328,33.3510659,126.82385,1
1362,제주도유,제주특별자치도 제주시 조천읍 신촌10길 40,33.5325288,126.6261615,3
1363,라메종베니인제주펜션,제주특별자치도 서귀포시 성산읍 신양로122번길 10-6,33.4358498,126.922128,1
1364,안녕바다야,제주특별자치도 제주시 애월읍 하귀12길 39,33.4871453,126.4093484,3
1365,푸른제주,제주특별자치도 서귀포시 성산읍 한도로 256,33.4658976,126.9345492,1
1366,물고기펜션,제주특별자치도 제주시 조천읍 조함해안로 48-1,33.5412634,126.6371882,3
1367,노을이야기,제주특별자치도 제주시 애월읍 애월해안로 352,33.4782235,126.3665625,0
1368,제주터닝포인트펜션,제주특별자치도 서귀포시 성산읍 일주동로 5199-11,33.3737817,126.8727479,1
1369,뉴그린펜션&모텔,제주특별자치도 서귀포시 표선면 표선백사로 119,33.326104,126.8365594,1
1370,네모펜션,제주특별자치도 서귀포시 호근북로 93,33.2691476,126.5306795,2
1371,라벤더스호텔앤리조트,제주특별자치도 서귀포시 색달중앙로252번길 50,33.2813719,126.4163764,0
1372,마루호텔앤카페,제주특별자치도 서귀포시 안덕면 평화로 486,33.3195978,126.342428,0
1373,힐호텔,제주특별자치도 제주시 애월읍 하소로 507,33.4549698,126.396056,0
1374,노벨리조트,제주특별자치도 제주시 서해안로 122,33.5023858,126.4623921,3
1375,C&P리조트,제주특별자치도 서귀포시 성산읍 중산간동로 4328-63,33.390235,126.8307766,1
1376,두모리에 리조트,제주특별자치도 제주시 한경면 두모11길 52-1,33.3572224,126.1827323,0
1377,라벤더스호텔앤리조트,제주특별자치도 서귀포시 색달중앙로252번길 50,33.2813719,126.4163764,0
1378,뷰티플리조트,제주특별자치도 서귀포시 이어도로253번길 2,33.2437471,126.4467566,0
1379,길리리조트,제주특별자치도 제주시 한림읍 명재로 100-47,33.3906913,126.2605282,0
1380,대웅황토리조트,제주특별자치도 제주시 애월읍 번드르길 27,33.4809248,126.387902,0
1381,더시크릿서귀포리조트&빌라,제주특별자치도 서귀포시 대정읍 노을해안로 216-6,33.2568116,126.1997011,0
1382,섬풍경펜션,제주특별자치도 제주시 한경면 노을해안로 1203-1,33.3071297,126.1684779,0
1383,휘닉스제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4305782,126.9277688,1
1384,한화리조트 제주,제주특별자치도 제주시 명림로 575-107,33.4484669,126.6380972,3
1385,소노벨제주 신관,제주특별자치도 제주시 조천읍 신북로 577,33.5412863,126.6714847,3
1386,켄싱턴리조트 제주중문,제주특별자치도 서귀포시 중문관광로72번길 29-29,33.2475912,126.4125373,0
1387,더큐브리조트 제주,제주특별자치도 서귀포시 솔오름로105번길 24,33.3007625,126.5543432,2
1388,아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34,33.3017887,126.5095926,2
1389,롯데리조트제주 아트빌라스,제주특별자치도 서귀포시 색달중앙로252번길 124,33.2812324,126.4158092,0
1390,와이리조트 제주,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,33.241649,126.3336643,0
1391,베이힐풀앤빌라,제주특별자치도 서귀포시 예래로 424,33.2451213,126.3852784,0
1392,MJ리조트,제주특별자치도 제주시 구좌읍 해맞이해안로 1651,33.5291668,126.8538817,1
1393,씨사이드아덴리조트,제주특별자치도 서귀포시 중문관광로 124,33.2487954,126.4198849,0
1394,담앤루,제주특별자치도 서귀포시 이어도로343번길 63,33.2453084,126.4512913,0
1395,올레리조트,제주특별자치도 제주시 애월읍 부룡수길 33,33.4756942,126.3558489,0
1396,오션스퀘어,제주특별자치도 서귀포시 성산읍 환해장성로 667,33.4121987,126.9047711,1
1397,취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,33.4758294,126.9099122,1
1398,그림리조트,제주특별자치도 제주시 서해안로 620-1,33.516304,126.5036099,3
1399,라헨느리조트,제주특별자치도 제주시 명림로 374,33.454163,126.6144026,3
1400,로긴리조트,제주특별자치도 제주시 서해안로 442-11,33.5173051,126.4876813,3
1401,애월스테이인제주,제주특별자치도 제주시 애월읍 애월해안로 708,33.4828868,126.3773285,0
1402,썬앤문리조트,제주특별자치도 서귀포시 안덕면 사계남로 102,33.230173,126.3018116,0
1403,클럽이에스 제주리조트,제주특별자치도 서귀포시 1100로 501,33.2763665,126.4476633,0
1404,제주리조트,제주특별자치도 제주시 애월읍 가문동상4길 11,33.4846961,126.3876815,0
1405,젠하이드어웨이,제주특별자치도 서귀포시 안덕면 사계남로 186-8,33.2292312,126.3086165,0
1406,돈내코힐스파리조트,제주특별자치도 서귀포시 돈내코로 180,33.3053883,126.5774568,2
1407,서귀포월드컵리조트,제주특별자치도 서귀포시 월드컵로45번길 40,33.2443564,126.5110873,2
1408,벨룸리조트,제주특별자치도 서귀포시 516로277번길 45 1층,33.2812754,126.5784104,2
1409,더베이제주리조트,제주특별자치도 서귀포시 문필로35번길 46,33.2407806,126.5956557,2
1410,라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,33.3760556,126.2441268,0
1411,오투힐 제주점,제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6 오투힐리조트,33.528084,126.873762,1
1412,팜밸리리조트,제주특별자치도 서귀포시 중산간서로 193,33.2593949,126.4908125,2
1413,루시드엠,제주특별자치도 서귀포시 안덕면 사계북로 120,33.2355381,126.2966466,0
1414,물뜰에쉼팡리조트,제주특별자치도 제주시 한림읍 귀덕로 73,33.4175961,126.2998204,0
1415,카이리조트,제주특별자치도 제주시 한림읍 협재2길 10,33.3917519,126.2419452,0
1416,블라제리조트,제주특별자치도 서귀포시 표선면 녹산로 274,33.3792785,126.746889,1
1417,봄그리고가을리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,33.474087,126.9110984,1
1418,메모리아리조트,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,33.3737817,126.8727479,1
1419,씨오르리조트,제주특별자치도 서귀포시 이어도로 989,33.2422008,126.5191098,2
1420,파미유스파리조트,제주특별자치도 서귀포시 이어도로 826-6,33.2339546,126.5025264,2
1421,엘리시안제주 콘도,제주특별자치도 제주시 애월읍 평화로 1738-116,33.3719462,126.3817449,0
1422,돌과바람리조트,제주특별자치도 서귀포시 하신상로 166,33.2761847,126.6067488,2
1423,중문리조트,제주특별자치도 서귀포시 색달로 117,33.2623241,126.4157951,0
1424,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,33.3870114,126.24897,0
1425,두빛나래리조트,제주특별자치도 서귀포시 안덕면 사계북로 109,33.2355381,126.2966466,0
1426,제주바다목장 다이브리조트,제주특별자치도 제주시 한경면 한경해안로 565,33.3328723,126.1697983,0
1427,더세리리조트,제주특별자치도 서귀포시 법환상로2번길 97-17,33.2468934,126.5119875,2
1428,콤마앤리조트,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,33.2297005,126.3018257,0
1429,샤모니리조트,제주특별자치도 서귀포시 중산간서로 68,33.2862497,126.3077305,0
1430,해밀리조트,제주특별자치도 제주시 애월읍 광상로 272 1~3층,33.4424202,126.3955874,0
1431,오션갤러리 호텔앤리조트,제주특별자치도 서귀포시 성산읍 환해장성로 231,33.4121987,126.9047711,1
1432,오크라리조트,제주특별자치도 서귀포시 표선면 번영로 3189,33.3726822,126.7971235,1
1433,캐슬렉스제주골프클럽 골프텔,제주특별자치도 서귀포시 안덕면 평화로 1241,33.3386094,126.3486899,0
1434,제주애월리조트,제주특별자치도 제주시 애월읍 광령평화2길 116-20,33.4346171,126.4329974,3
1435,나르샤리조트,제주특별자치도 서귀포시 안덕면 사계북로 52,33.2355381,126.2966466,0
1436,브릭216,제주특별자치도 서귀포시 이어도로 216,33.240469,126.493008,2
1437,바다스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,33.2349991,126.3099849,0
1438,훈데르트힐즈,제주특별자치도 제주시 우도면 우도해안길 32-24,33.5074342,126.954269,1
1439,스프링힐,제주특별자치도 서귀포시 천제연로 292,33.2509432,126.4374398,0
1440,스완지리조트,제주특별자치도 제주시 서해안로 84,33.5110314,126.4802212,3
1441,썬비치리조트,제주특별자치도 제주시 서해안로 114,33.5110314,126.4802212,3
1442,고투베드리조트,제주특별자치도 서귀포시 성산읍 서성일로 660,33.4268965,126.8647243,1
1443,제주원리조트,제주특별자치도 서귀포시 성산읍 서성일로 726-33,33.4277138,126.8614156,1
1444,제주휴리조트1,제주특별자치도 서귀포시 성산읍 난고로 228,33.4200962,126.8870067,1
1445,오시록헌 PM,제주특별자치도 제주시 한림읍 금능5길 19-3,33.3893046,126.2266406,0
1446,조이빌리조트,제주특별자치도 제주시 조천읍 와산남길 41,33.4835688,126.6769103,3
1447,애월파라다이스,제주특별자치도 제주시 애월읍 하소로 557-10,33.4341788,126.3968703,0
1448,사조리조트 제주지점,제주특별자치도 제주시 조천읍 일주동로 1616-7,33.5517805,126.7051569,1
1449,송당송당펜션&리조트,제주특별자치도 제주시 구좌읍 비자림로 1220,33.467852,126.7724183,1
1450,블루펄리조트,제주특별자치도 서귀포시 태평로92번길 35,33.2412,126.5319536,2
1451,더시에나리조트 (2023년5월예정),제주특별자치도 서귀포시 강정동 3772-1,33.2645974,126.4846111,2
1452,제주캐슬마운틴리조트,제주특별자치도 서귀포시 안덕면 산록남로 513-14,33.3380723,126.3630069,0
1453,인피니티리조트,제주특별자치도 제주시 조천읍 조함해안로 376-9,33.5440366,126.6537771,3
1454,벙커호텔앤리조트,제주특별자치도 서귀포시 중산간동로8183번길 16,33.2619641,126.5455687,2
1455,벨라비타,제주특별자치도 서귀포시 일주서로 809,33.2583693,126.4239193,0
1456,함덕리조텔,제주특별자치도 제주시 조천읍 조함해안로 514,33.5424913,126.667586,3
1457,남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,33.2733787,126.7037541,2
1458,함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 525,33.5427175,126.6692481,3
1459,협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,33.3938461,126.2397141,0
1460,이호테우해수욕장,제주특별자치도 제주시 이호일동 1665-13,33.4968145,126.4528609,3
1461,성산일출봉,제주특별자치도 서귀포시 성산읍 성산리 78,33.4587135,126.9390786,1
1462,김녕해수욕장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,33.5291668,126.8538817,1
1463,섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4305782,126.9277688,1
1464,사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.4276176,126.6665803,3
1465,금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,33.391126,126.2363373,0
1466,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,33.237032,126.3020597,0
1467,곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565,33.4507522,126.3056339,0
1468,천지연폭포,제주특별자치도 서귀포시 서홍동 2565,33.2683636,126.5529615,2
1469,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,33.4913168,126.8113883,1
1470,황우지해안,제주특별자치도 서귀포시 천지동 765-7,33.2417089,126.5505189,2
1471,중문색달해수욕장,제주특별자치도 서귀포시 색달동 3039,33.2814107,126.4111118,0
1472,새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,33.3689588,126.3505941,0
1473,산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,33.2426249,126.3137339,0
1474,마라도,제주특별자치도 서귀포시 대정읍 마라로101번길 46,33.1185369,126.2673483,0
1475,중문대포주상절리대,제주특별자치도 서귀포시 이어도로 36-30,33.240469,126.493008,2
1476,9.81파크,제주특별자치도 제주시 애월읍 천덕로 880-24,33.4353027,126.3219516,0
1477,용두암,제주특별자치도 제주시 용두암길 15,33.5149624,126.5116869,3
1478,표선해수욕장,제주특별자치도 서귀포시 표선면 표선리,33.3225332,126.8228665,1
1479,세화해변,제주특별자치도 제주시 구좌읍 해녀박물관길 27,33.5234279,126.8624058,1
1480,정방폭포,제주특별자치도 서귀포시 동홍동 299-3,33.2450247,126.5716804,2
1481,만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182,33.5291,126.7714308,1
1482,새연교,제주특별자치도 서귀포시 서홍동 707-4,33.2384632,126.5589787,2
1483,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,33.2901143,126.3684044,0
1484,월정리해수욕장,제주특별자치도 제주시 구좌읍 월정리 33-3,33.5551183,126.7986235,1
1485,한라산국립공원,제주특별자치도 제주시 오등동 산 182,33.3718377,126.5298401,2
1486,산굼부리,제주특별자치도 제주시 조천읍 교래리 166-2,33.4276176,126.6665803,3
1487,쇠소깍,제주특별자치도 서귀포시 쇠소깍로 104,33.2542498,126.6224923,2
1488,도두동무지개해안도로,제주특별자치도 제주시 도두일동 1734,33.509258,126.4719749,3
1489,절물자연휴양림,제주특별자치도 제주시 명림로 584,33.4393726,126.6284479,3
1490,천제연폭포,제주특별자치도 서귀포시 천제연로 132 중문관광단지 내,33.2526783,126.4184383,0
1491,도두봉,제주특별자치도 제주시 도두일동 산 2,33.506984,126.4684484,3
1492,사계해변,제주특별자치도 서귀포시 안덕면 사계리,33.237032,126.3020597,0
1493,신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,33.3433767,126.1739996,0
1494,우도,제주특별자치도 제주시 우도면 연평리,33.5033191,126.9556775,1
1495,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,33.3298498,126.8148541,1
1496,금오름,제주특별자치도 제주시 한림읍 금악리 산 1-1,33.355577,126.3056877,0
1497,한라수목원,제주특별자치도 제주시 수목원길 72,33.4699272,126.4932445,3
1498,윈드1947카트테마파크,제주특별자치도 서귀포시 토평공단로 78-27,33.2894549,126.5876107,2
1499,한림공원,제주특별자치도 제주시 한림읍 한림로 300,33.3894949,126.2396825,0
1500,서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271,33.3017887,126.5095926,2
1501,광치기해변,제주특별자치도 서귀포시 성산읍 고성리 224-33,33.4526753,126.9241174,1
1502,송악산,제주특별자치도 서귀포시 대정읍 상모리 산 2,33.1994088,126.2907797,0
1503,삼양해수욕장,제주특별자치도 제주시 삼양이동 1960-4,33.5254973,126.5853116,3
1504,수월봉,제주특별자치도 제주시 한경면 고산리 3760,33.294755,126.1634484,0
1505,거문오름,제주특별자치도 제주시 조천읍 선교로 569-36,33.4727191,126.7061921,1
1506,안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2,33.4575321,126.7558484,1
1507,항파두리 항몽유적지,제주특별자치도 제주시 애월읍 항파두리로 50,33.4521245,126.4074522,0
1508,메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,33.467852,126.7724183,1
1509,애월해안도로,제주특별자치도 제주시 애월읍 신엄리 2719-3,33.4786484,126.3696874,0
1510,한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,33.45906,126.3105995,0
1511,서우봉,제주특별자치도 제주시 조천읍 함덕리 169-3,33.5457607,126.6776978,3
1512,코난해변,제주특별자치도 제주시 구좌읍 행원리 575-6,33.5575318,126.8112241,1
1513,용눈이오름,제주특별자치도 제주시 구좌읍 종달리 산 28,33.4880673,126.8804954,1
1514,백약이오름,제주특별자치도 서귀포시 표선면 성읍리 산 1,33.4372808,126.7901747,1
1515,비양도,제주특별자치도 제주시 한림읍 협재리,33.3807358,126.2482491,0
1516,수목원테마파크,제주특별자치도 제주시 은수길 69,33.4721583,126.4880259,3
1517,제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,33.279349,126.2763069,0
1518,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 916 2층,33.4434495,126.7797614,1
1519,화조원,제주특별자치도 제주시 애월읍 납읍리 58,33.4113881,126.3717903,0
1520,한라산1100고지,제주특별자치도 서귀포시 색달동 산 1-2,33.2569808,126.3864531,0
1521,소천지,제주특별자치도 서귀포시 보목동,33.2460103,126.6009132,2
1522,관덕정,제주특별자치도 제주시 관덕로 19,33.5133537,126.5214452,3
1523,이중섭거리,제주특별자치도 서귀포시 이중섭로 4-1,33.2476269,126.5641044,2
1524,아부오름,제주특별자치도 제주시 구좌읍 송당리 2263,33.4487771,126.7772808,1
1525,김녕미로공원,제주특별자치도 제주시 구좌읍 만장굴길 122,33.5365289,126.7721332,1
1526,다랑쉬오름,제주특별자치도 제주시 구좌읍 세화리 산 6,33.4765321,126.8218552,1
1527,원앙폭포,제주특별자치도 서귀포시 돈내코로 137,33.3005301,126.5817449,2
1528,브릭캠퍼스 제주,제주특별자치도 제주시 1100로 3047,33.4561511,126.48637,3
1529,군산,제주특별자치도 서귀포시 안덕면 창천리 산 3-1,33.2515773,126.3681156,0
1530,가파도,제주특별자치도 서귀포시 대정읍 가파리 276,33.1697902,126.2713039,0
1531,에코랜드테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,33.4555296,126.6681873,3
1532,논짓물해변,제주특별자치도 서귀포시 하예동,33.240031,126.3803208,0
1533,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,33.4486627,126.6589493,3
1534,제주불빛정원,제주특별자치도 제주시 애월읍 평화로 2346,33.4221679,126.4093068,0
1535,창꼼,제주특별자치도 제주시 조천읍 북촌리 403-9,33.5523047,126.6978053,1
1536,청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,33.5579694,126.7513606,1
1537,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,33.4823902,126.6386812,3
1538,엉또폭포,제주특별자치도 서귀포시 강정동 5628,33.26505,126.4903182,2
1539,따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 63,33.3988071,126.7063341,1
1540,송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리,33.2218976,126.2741296,0
1541,서귀포자연휴양림,제주특별자치도 서귀포시 하원동 산 1-1,33.3401998,126.4792115,2
1542,선녀와나무꾼 테마공원,제주특별자치도 제주시 조천읍 선교로 267,33.4786897,126.7030403,1
1543,돌염전,제주특별자치도 제주시 애월읍 구엄리,33.4797356,126.3819332,0
1544,형제해안도로,"제주특별자치도 서귀포시 안덕면 사계리 (군도14호선, 상모사계선)",33.2395779,126.2999173,0
1545,파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33,33.2805107,126.3655186,0
1546,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미리 927,33.3060336,126.6580882,2
1547,월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359-4,33.3778628,126.2154709,0
1548,소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.2904213,126.322602,0
1549,제주4.3평화공원,제주특별자치도 제주시 명림로 430,33.4505801,126.6181207,3
1550,제주중문관광단지,제주특별자치도 서귀포시 중문동 2624-1,33.2457545,126.4205964,0
1551,안덕계곡,제주특별자치도 서귀포시 안덕면 감산리 1946,33.2563654,126.3518369,0
1552,사라봉,제주특별자치도 제주시 건입동 387-1,33.5180564,126.5460544,3
1553,동백포레스트,제주특별자치도 서귀포시 남원읍 생기악로 53-38,33.2974308,126.6375449,2
1554,쇠소깍관광지,제주특별자치도 서귀포시 하효동,33.2575864,126.6188654,2
1555,바운스슈퍼파크 제주센터,제주특별자치도 제주시 연사6길 61 1층,33.4857156,126.5082014,3
1556,저지오름,제주특별자치도 제주시 한경면 저지리 산 51,33.3330097,126.2509518,0
1557,서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243,33.4845921,126.6554822,3
1558,한라생태숲,제주특별자치도 제주시 516로 2596,33.430924,126.595761,3
1559,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,33.4486627,126.6589493,3
1560,추자도,제주특별자치도 제주시 추자면 묵리,33.9486489,126.3142954,3
1561,닭머르,제주특별자치도 제주시 조천읍 신촌리 3403,33.5377171,126.6131171,3
1562,박수기정,제주특별자치도 서귀포시 안덕면 감산리,33.2484955,126.3509503,0
1563,어승생,제주특별자치도 제주시 해안동 산 220-12,33.3835708,126.5068024,3
1564,혼인지,제주특별자치도 서귀포시 성산읍 온평리 1693,33.4149305,126.8941019,1
1565,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,33.3683483,126.2446125,0
1566,하도해변,제주특별자치도 제주시 구좌읍 하도리,33.5149849,126.8817696,1
1567,삼성혈,제주특별자치도 제주시 삼성로 22,33.5047027,126.529358,3
1568,붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,33.3788614,126.6823176,2
1569,지미봉,제주특별자치도 제주시 구좌읍 종달리 산 3-1,33.4880673,126.8804954,1
1570,제주코코몽에코파크,제주특별자치도 서귀포시 남원읍 태위로 536,33.2746312,126.7058491,2
1571,물영아리,제주특별자치도 서귀포시 남원읍 수망리 산 188,33.3680602,126.692221,2
1572,일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.3835243,126.8413634,1
1573,별방진,제주특별자치도 제주시 구좌읍 하도리 3354,33.5261207,126.8843802,1
1574,마방목지,제주특별자치도 제주시 516로 2480,33.4453264,126.5663685,3
1575,엉덩물계곡,제주특별자치도 서귀포시 색달동 3384-4,33.2814107,126.4111118,0
1576,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,33.5170339,126.7176118,1
1577,백록담,제주특별자치도 서귀포시 토평동 산 15-1,33.3468318,126.5364535,2
1578,용연계곡,제주특별자치도 제주시 용담일동 2581-4,33.5125972,126.5144321,3
1579,하례감귤체험농장,제주특별자치도 서귀포시 남원읍 중산간동로 6596-3,33.2992401,126.6811519,2
1580,곶자왈,제주특별자치도 서귀포시 대정읍 에듀시티로 178,33.279349,126.2763069,0
1581,서귀다원,제주특별자치도 서귀포시 516로 717,33.3126399,126.5967027,2
1582,유채꽃프라자,제주특별자치도 서귀포시 표선면 녹산로 464-65,33.390274,126.732908,1
1583,검멀레해변,제주특별자치도 제주시 우도면 연평리,33.5033191,126.9556775,1
1584,우도산호해변,제주특별자치도 제주시 우도면 연평리,33.5033191,126.9556775,1
1585,수월봉전망대,제주특별자치도 제주시 한경면 고산리 3760,33.294755,126.1634484,0
1586,산양큰엉곶,제주특별자치도 제주시 한경면 청수리 956-6,33.2908356,126.2501278,0
1587,삼다수숲길,제주특별자치도 제주시 조천읍 교래리 산 70-1,33.4276176,126.6665803,3
1588,한라산 성판악탐방안내소,제주특별자치도 제주시 조천읍 516로 1865,33.3848518,126.6195473,2
1589,알뜨르비행장,제주특별자치도 서귀포시 대정읍 상모리 1670,33.2046641,126.2727667,0
1590,상가리야자숲,제주특별자치도 제주시 애월읍 상가리 536,33.4391766,126.3583243,0
1591,신창풍차해안,제주특별자치도 제주시 한경면 신창리 1290-2,33.3452325,126.1775914,0
1592,수월봉지질트레일,제주특별자치도 제주시 한경면 고산리 3760,33.294755,126.1634484,0
1593,돈내코유원지,제주특별자치도 서귀포시 돈내코로 114,33.3003161,126.5847998,2
1594,수산봉,제주특별자치도 제주시 애월읍 수산리 산 1-1,33.4737592,126.3846826,0
1595,평대리해수욕장,제주특별자치도 제주시 구좌읍 평대리,33.5243749,126.8423829,1
1596,머체왓숲길 방문객지원센터,제주특별자치도 서귀포시 남원읍 서성로 755,33.3245683,126.6627718,2
1597,5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리,33.299995,126.6297939,2
1598,아끈다랑쉬오름,제주특별자치도 제주시 구좌읍 세화리 2593-2,33.474032,126.8314889,1
1599,방림원,제주특별자치도 제주시 한경면 용금로 864,33.3370712,126.2687794,0
1600,제주유채꽃도로,제주특별자치도 서귀포시 표선면 가시리,33.3988071,126.7063341,1
1601,큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,33.3923111,126.4152399,0
1602,황우지선녀탕,제주특별자치도 서귀포시 서홍동,33.2639577,126.5507293,2
1603,영주산,제주특별자치도 서귀포시 표선면 성읍리 산 18-1,33.4040171,126.7990445,1
1604,오늘은카트레이싱,제주특별자치도 서귀포시 표선면 중산간동로 4776,33.3662211,126.7805125,1
1605,하고수동해변,제주특별자치도 제주시 우도면 연평리,33.5033191,126.9556775,1
1606,흑돼지거리,제주특별자치도 제주시 일도일동 1492-1,33.5142565,126.5275314,3
1607,제주올레여행자센터,제주특별자치도 서귀포시 중정로 22,33.2474043,126.5587322,2
1608,태웃개,제주특별자치도 서귀포시 남원읍 위미리 69,33.3060336,126.6580882,2
1609,신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3066927,126.3380858,0
1610,용담해안도로,제주특별자치도 제주시 용담2동,33.5114842,126.5117554,3
1611,엉알해안,제주특별자치도 제주시 한경면 고산리,33.3040691,126.1881455,0
1612,세리월드,제주특별자치도 서귀포시 법환상로2번길 97-17,33.2468934,126.5119875,2
1613,위미동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,33.2732577,126.6759355,2
1614,문도지오름,제주특별자치도 제주시 한림읍 금악리 3445,33.3266713,126.295129,0
1615,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 88,33.4354584,126.9225361,1
1616,차귀도,제주특별자치도 제주시 한경면 고산리 125,33.3010997,126.2056913,0
1617,소정방폭포,제주특별자치도 서귀포시 토평동,33.2844099,126.5796743,2
1618,새별프렌즈,제주특별자치도 제주시 애월읍 평화로 1529,33.3628158,126.3633602,0
1619,사려니숲길 관광안내소,제주특별자치도 서귀포시 표선면 가시리 산 158,33.3988071,126.7063341,1
1620,종달리해변,제주특별자치도 제주시 구좌읍 종달리 622-5,33.4880673,126.8804954,1
1621,고근산,제주특별자치도 서귀포시 서호동 1286-1,33.2663637,126.5123088,2
1622,사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.299995,126.6297939,2
1623,송당무끈모루,제주특별자치도 제주시 구좌읍 송당리 2793,33.4549996,126.7793479,1
1624,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,33.3987468,126.7873305,1
1625,제주목 관아,제주특별자치도 제주시 관덕로 25,33.5140904,126.5222108,3
1626,한라산,제주특별자치도 서귀포시 서홍동 산 1-1,33.3447515,126.5248428,2
1627,하효쇠소깍해변,제주특별자치도 서귀포시 하효동 997-3,33.2514571,126.6224567,2
1628,강정천,제주특별자치도 서귀포시 강정동 5647,33.2566679,126.4748067,2
1629,종달리수국길,제주특별자치도 제주시 구좌읍 종달리,33.4880673,126.8804954,1
1630,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,33.384592,126.2268717,0
1631,민오름,제주특별자치도 제주시 오라이동 산 28-1,33.4752267,126.5072534,3
1632,산물관광농원,제주특별자치도 서귀포시 남원읍 하례로 90,33.2588658,126.6258143,2
1633,몽돌해변,제주특별자치도 제주시 내도동 465-2,33.4960701,126.4408718,3
1634,세기알해변,제주특별자치도 제주시 구좌읍 김녕리 1200-5,33.5576649,126.7564015,1
1635,오저여,제주특별자치도 제주시 구좌읍 행원리 1-91,33.5487399,126.8186267,1
1636,당산봉,제주특별자치도 제주시 한경면 용수리 산 28,33.3082191,126.1729076,0
1637,저지예술인마을,제주특별자치도 제주시 한경면 저지14길 28-4,33.3393046,126.266731,0
1638,붉은오름,제주특별자치도 서귀포시 표선면 가시리 산 158,33.3988071,126.7063341,1
1639,짱구네 유채꽃밭,제주특별자치도 서귀포시 성산읍 수산리 1021,33.4396163,126.8786456,1
